id,title,description,category,sub_category,gender,primary_color,colours,price,currency,brand,primary_image_url,image_urls_list,metadata
108775015,Strap top | Vest top | Solid,Jersey top with narrow shoulder straps.,Jersey Basic > Ladieswear > Garment Upper body,Vest top > Jersey Basic > Womens Everyday Basics,women,Black,"['Black', 'Dark']",3324,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/010/0108775015.jpg,[],"{""article_id"": 108775015, ""product_type_name"": ""Vest top"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Black"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Black"", ""department_name"": ""Jersey Basic"", ""index_name"": ""Ladieswear"", ""index_group_name"": ""Ladieswear"", ""section_name"": ""Womens Everyday Basics"", ""garment_group_name"": ""Jersey Basic"", ""price_in_source"": 3324, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
174057036,FLEECE PYJAMA | Pyjama jumpsuit/playsuit | Stripe,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems.",Baby Nightwear > Baby/Children > Nightwear,"Pyjama jumpsuit/playsuit > Under-, Nightwear > Baby Essentials & Complements",kids,Yellow,"['Yellow', 'Medium']",2989,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0174057036.jpg,[],"{""article_id"": 174057036, ""product_type_name"": ""Pyjama jumpsuit/playsuit"", ""product_group_name"": ""Nightwear"", ""graphical_appearance_name"": ""Stripe"", ""colour_group_name"": ""Yellow"", ""perceived_colour_value_name"": ""Medium"", ""perceived_colour_master_name"": ""Yellow"", ""department_name"": ""Baby Nightwear"", ""index_name"": ""Baby Sizes 50-98"", ""index_group_name"": ""Baby/Children"", ""section_name"": ""Baby Essentials & Complements"", ""garment_group_name"": ""Under-, Nightwear"", ""price_in_source"": 2989, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
174057037,FLEECE PYJAMA | Pyjama jumpsuit/playsuit | Stripe,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems.",Baby Nightwear > Baby/Children > Nightwear,"Pyjama jumpsuit/playsuit > Under-, Nightwear > Baby Essentials & Complements",kids,Blue,"['Blue', 'Dark', 'Dark Blue']",2271,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0174057037.jpg,[],"{""article_id"": 174057037, ""product_type_name"": ""Pyjama jumpsuit/playsuit"", ""product_group_name"": ""Nightwear"", ""graphical_appearance_name"": ""Stripe"", ""colour_group_name"": ""Dark Blue"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Blue"", ""department_name"": ""Baby Nightwear"", ""index_name"": ""Baby Sizes 50-98"", ""index_group_name"": ""Baby/Children"", ""section_name"": ""Baby Essentials & Complements"", ""garment_group_name"": ""Under-, Nightwear"", ""price_in_source"": 2271, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
174057038,FLEECE PYJAMA | Pyjama jumpsuit/playsuit | Stripe,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems.",Baby Nightwear > Baby/Children > Nightwear,"Pyjama jumpsuit/playsuit > Under-, Nightwear > Baby Essentials & Complements",kids,Pink,"['Pink', 'Dusty Light', 'Light Pink']",3296,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0174057038.jpg,[],"{""article_id"": 174057038, ""product_type_name"": ""Pyjama jumpsuit/playsuit"", ""product_group_name"": ""Nightwear"", ""graphical_appearance_name"": ""Stripe"", ""colour_group_name"": ""Light Pink"", ""perceived_colour_value_name"": ""Dusty Light"", ""perceived_colour_master_name"": ""Pink"", ""department_name"": ""Baby Nightwear"", ""index_name"": ""Baby Sizes 50-98"", ""index_group_name"": ""Baby/Children"", ""section_name"": ""Baby Essentials & Complements"", ""garment_group_name"": ""Under-, Nightwear"", ""price_in_source"": 3296, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
174057039,FLEECE PYJAMA | Pyjama jumpsuit/playsuit | Dot,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems.",Baby Nightwear > Baby/Children > Nightwear,"Pyjama jumpsuit/playsuit > Under-, Nightwear > Baby Essentials & Complements",kids,Blue,"['Blue', 'Dark', 'Dark Blue']",4004,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0174057039.jpg,[],"{""article_id"": 174057039, ""product_type_name"": ""Pyjama jumpsuit/playsuit"", ""product_group_name"": ""Nightwear"", ""graphical_appearance_name"": ""Dot"", ""colour_group_name"": ""Dark Blue"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Blue"", ""department_name"": ""Baby Nightwear"", ""index_name"": ""Baby Sizes 50-98"", ""index_group_name"": ""Baby/Children"", ""section_name"": ""Baby Essentials & Complements"", ""garment_group_name"": ""Under-, Nightwear"", ""price_in_source"": 4004, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
174057040,FLEECE PYJAMA | Pyjama jumpsuit/playsuit | Dot,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems.",Baby Nightwear > Baby/Children > Nightwear,"Pyjama jumpsuit/playsuit > Under-, Nightwear > Baby Essentials & Complements",kids,Pink,"['Pink', 'Dusty Light', 'Light Pink']",4121,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0174057040.jpg,[],"{""article_id"": 174057040, ""product_type_name"": ""Pyjama jumpsuit/playsuit"", ""product_group_name"": ""Nightwear"", ""graphical_appearance_name"": ""Dot"", ""colour_group_name"": ""Light Pink"", ""perceived_colour_value_name"": ""Dusty Light"", ""perceived_colour_master_name"": ""Pink"", ""department_name"": ""Baby Nightwear"", ""index_name"": ""Baby Sizes 50-98"", ""index_group_name"": ""Baby/Children"", ""section_name"": ""Baby Essentials & Complements"", ""garment_group_name"": ""Under-, Nightwear"", ""price_in_source"": 4121, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209023,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Black,"['Black', 'Dark']",8416,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209023.jpg,[],"{""article_id"": 176209023, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Black"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Black"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 8416, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209025,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Khaki green,"['Khaki green', 'Dark', 'Greenish Khaki']",2540,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209025.jpg,[],"{""article_id"": 176209025, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Greenish Khaki"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Khaki green"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 2540, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209033,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Brown,"['Brown', 'Medium Dusty', 'Yellowish Brown']",7804,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209033.jpg,[],"{""article_id"": 176209033, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Yellowish Brown"", ""perceived_colour_value_name"": ""Medium Dusty"", ""perceived_colour_master_name"": ""Brown"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 7804, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209035,Mr Harrington w/hood | Hoodie | Melange,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Grey,"['Grey', 'Medium Dusty']",7752,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209035.jpg,[],"{""article_id"": 176209035, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Melange"", ""colour_group_name"": ""Grey"", ""perceived_colour_value_name"": ""Medium Dusty"", ""perceived_colour_master_name"": ""Grey"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 7752, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209039,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Khaki green,"['Khaki green', 'Dark', 'Greenish Khaki']",9168,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209039.jpg,[],"{""article_id"": 176209039, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Greenish Khaki"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Khaki green"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 9168, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209040,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Blue,"['Blue', 'Dark', 'Dark Blue']",5619,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209040.jpg,[],"{""article_id"": 176209040, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Dark Blue"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Blue"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 5619, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209044,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Brown,"['Brown', 'Medium Dusty', 'Dark Yellow']",1688,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209044.jpg,[],"{""article_id"": 176209044, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Dark Yellow"", ""perceived_colour_value_name"": ""Medium Dusty"", ""perceived_colour_master_name"": ""Brown"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 1688, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
176209046,Mr Harrington w/hood | Hoodie | Solid,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining.",Jacket Street > Menswear > Garment Upper body,Hoodie > Outdoor > Mens Outerwear,men,Grey,"['Grey', 'Dark', 'Dark Grey']",3376,INR,H&M,https://d3btnq2raaq41w.cloudfront.net/017/0176209046.jpg,[],"{""article_id"": 176209046, ""product_type_name"": ""Hoodie"", ""product_group_name"": ""Garment Upper body"", ""graphical_appearance_name"": ""Solid"", ""colour_group_name"": ""Dark Grey"", ""perceived_colour_value_name"": ""Dark"", ""perceived_colour_master_name"": ""Grey"", ""department_name"": ""Jacket Street"", ""index_name"": ""Menswear"", ""index_group_name"": ""Menswear"", ""section_name"": ""Mens Outerwear"", ""garment_group_name"": ""Outdoor"", ""price_in_source"": 3376, ""currency_in_source"": ""INR"", ""brand_in_source"": ""Aisthetic Basics"", ""images_in_source"": false}"
